Kode_Dokumen,Judul,Penulis,Tahun_Terbit,Nama_Jurnal_Prosiding,Volume_Halaman,DOI,Bahasa,Basis_Data_Sumber,Afiliasi_Penulis_Pertama,Negara_Afiliasi,Asal_Peneliti,Kolaborasi,Total_Sitasi,Cite_per_Year,Author_Keywords,Index_Keywords,Tema_Utama,Subfield,Teori_Kerangka,Metode_Penelitian,Platform_yang_Dikaji,Kriteria_Inklusi,Alasan_Eksklusi,Referenced_Works,Abstrak
D475,Me Too as Transnational Advocacy Networks: The Case of Anti-Sexual Violence Movement in Indonesia,"Dewi, Karina Utami; Fathana, Hangga; Rohma, Masitoh Nur",2023,JAS (Journal of ASEAN Studies),11(2),10.21512/jas.v11i2.8858,Inggris,OpenAlex,Islamic University of Indonesia,ID,Lokal,Lokal,2,0.7,Movement (music); Sexual violence; Political science; Business; Criminology; Sociology,Movement (music); Sexual violence; Criminology; Aesthetics,Digital activism (umum),Kajian internet & media,Network Theory / Actor-Network Theory,Analisis jaringan sosial (SNA),Tidak spesifik / multi-platform,Dimasukkan,,W1974342212;W2026564882;W2143393070;W2319730318;W2794516159;W2899018157;W2962953053;W2989801264;W3127259763;W4200019621;W4233280111;W4288832241;W4413560058;W6755769425;W6770259535,"The research discusses the anti-sexual movement in Indonesia as a part of the global movement of Me Too and transnational advocacy networks. It aims to answer how the transnational advocacy movement explains the movement against sexual violence in Indonesia. The argument of the research is offered in three parts. First, it argues that the anti-sexual violence movement in Indonesia is a part of transnational advocacy networks. The analysis is provided by explaining the process of boomerang patterns, political entrepreneurs, and international contacts. Second, as part of a transnational advocacy network, the anti-sexual violence movement in Indonesia uses four tactics: information politics, symbolic politics, leverage politics, and accountability politics. The research argues that the anti-sexual violence movement uses all four of the tactics to achieve its goals. Lastly, the third part of the argument discusses the five stages of transnational advocacy networks that the movement has achieved with regard to their goals, and the research argues that it has reached all the stages except for the last one, which is influenced by state behavior."
D476,Gazing Homeland Politics: A Case Study of The Political Engagement of The Indonesian Diaspora Group Manila,"Triwardani, Reny",2023,Commsphere Jurnal Mahasiswa Ilmu Komunikasi,"1(II), 22–36",10.37631/commsphere.v1iii.992,Inggris,OpenAlex,University of the Philippines Diliman,PH,Internasional,Tunggal,2,0.7,Diaspora; Homeland; Politics; Indonesian; Presidential election; Political science,Diaspora; Politics; Indonesian; Gender studies; Social media; Political economy; Media studies; Law; Linguistics,Aktivisme gender / feminisme digital,Kajian gender & komunikasi,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W186546312;W354762727;W656450216;W1542976082;W1990769557;W2042677433;W2065863018;W2323837108;W2565512345;W2978553301;W2983516251;W3164930315;W4254299379;W4387216247;W7048980347,"As per the data provided by KPU, the 2019 Election witnessed the participation of 2,058,191 voters amongst the Indonesian Diaspora. This number marks an increase of 19,480 voters from the previous Presidential Election held in 2014, wherein 2,038,711 registered voters across 130 Indonesian representatives abroad had cast their votes. The surge in Indonesian Diaspora voters indicates their significant role in election contests. The involvement of the Indonesian Diaspora in homeland politics is significantly impacted by their ability to stay informed about current events and maintain solid familial ties with their home country. Online platforms and social media play an essential role in keeping the Diaspora apprised of political developments and expanding their understanding of the issues. This article explores the political engagement of Indonesian diaspora communities residing in Metro Manila, Philippines, in the lead-up to the 2019 elections. The research centers on a church member group in ICF Makati, which is conventionally regarded as a non-political organization. The study employs a blend of observations and interviews to investigate how the Indonesian diaspora community participates in political affairs. Specifically, the research scrutinizes how they deliberate on topics concerning their homeland's politics and exchange their perspectives on current political events. Findings indicate that the Indonesian Diaspora is becoming more discerning of the political landscape in their homeland. This is primarily due to the widespread political discourse taking place online. Social media platforms have made it effortless for people to remain actively informed about political developments in their home country. Additionally, the Indonesian Diaspora has demonstrated a heightened interest in homeland politics, particularly in the lead-up to elections, to express their imagined nationalism. Keywords: Diaspora group, Presidential Election 2019, Political Engagement, Social Media usage"
D477,Communication of da’wah diversity in digital screens on the Leonardo’s Youtube channel,"Muchtar, Khoiruddin; Rustandi, Ridwan; Gunawan, Aji",2023,Jurnal Kajian Komunikasi,"11(2), 215–215",10.24198/jkk.v11i2.48114,Inggris,OpenAlex,Sunan Gunung Djati State Islamic University Bandung,ID,Lokal,Lokal,2,0.7,Islam; Moderation; Diversity (politics); Documentation; Social media; Sociology,Islam; Moderation; Diversity (politics); Documentation; Social media; Religious diversity; Channel (broadcasting); The Internet; Content analysis; Media studies; Social psychology; Social science; Wor,Digital activism (umum),Kajian internet & media,Network Theory / Actor-Network Theory,Analisis konten,YouTube,Dimasukkan,,W292327100;W1483025030;W2282103452;W2785971493;W2907454323;W2913009281;W2922874681;W2943681293;W2955880765;W2971124945;W3006212948;W3013655112;W3114982387;W3137233677;W3214850965;W4205826703;W4211153690;W4230901279;W4234037123;W4293589091;W4293771212;W4307442772;W4365805454;W4365805729;W4377041904;W4380990120;W4389514258;W4392472805;W6610554126;W6761922869;W6765313866;W6805593870,"Background: This study examines the content of Leonardo’s YouTube channel titled “Journey of Religion: Habib Ja’far,” which focuses on presenting Islamic perspectives on diversity in Indonesia. The Islamic message is effectively conveyed through innovative means. Purpose: The objective of this study was to conduct an analysis of the messages pertaining to religious moderation as given by Habib Ja’far in the video. Methods: The study employed a qualitative methodology to conduct the research. The data were gathered through the application of Pierre Levy’s media theory, utilizing observation and analysis of literature and documentation. Results: The findings of this study indicate that social communication pertaining to religious tolerance is characterized by the integration of individuals through the utilization of new media platforms, such as the internet. Additionally, it was observed that Habib Ja’far’s delivery of religious messages is easily comprehensible. Furthermore, the central themes of his da’wah revolve around the concepts of the heart and love. Lastly, the contents of his da’wah can be categorized into distinct groups. Conclusion: The cultivation of religious tolerance can be facilitated by genuine and uncomplicated social encounters, bolstered by the utilization of contemporary communication platforms. Implications: The findings of this study suggest that the concept of religious moderation can be effectively communicated to younger generations through virtual platforms."
D478,Digital Feminism in Indonesia: The Counter-Narratives to Gender Inequality on Instagram,"Daniah, Izza Annafisatud; Pribadi, Yanwar",2023,JURNAL PENELITIAN,41–54,10.28918/jupe.v20i1.1097,Inggris,OpenAlex,Universitas Internasional Semen Indonesia,ID,Lokal,Lokal,2,0.7,Sociology; Islam; Gender studies; Narrative; Indonesian; Feminism,Islam; Gender studies; Narrative; Indonesian; Feminism; Media studies; Theology; Linguistics,Aktivisme gender / feminisme digital,Kajian gender & komunikasi,"Narrative Agency (Yang, 2016)",Tidak dinyatakan eksplisit,Instagram,Dimasukkan,,W1542181261;W2025324397;W2339776373;W2340695422;W2549800815;W2625812502;W2731703036;W2773107131;W2789873039;W2790604606;W2902199895;W2957023024;W2994806624;W2998112216;W2998349802;W3033570231;W3151883158;W3169372684;W3171204948;W3206103797;W3216422740;W4206121400;W4252513287;W4296363923;W4313451974;W6616435912;W6796738184,"In the last few years, many people have used cyber religion to identify new forms of religious communities and rituals. It acts as the source of religious engagement that is different, new, creative, and alienated from 'conventional' religions. This article aims to reveal how Mubadalah.id as an Instagram account plays a role in providing beautification of da'wa (Islamic preaching conveyed by Islamic scholars) in countering unjust interpretations of Islamic texts toward women. In particular, it is a representation of Islamic media and women’s rights that strengthens the capacity and authority of women ulama. They are carrying on perspectives that affirm the values ​​of reciprocity, equality, cooperation, and justice in marital, familial, and social relations. Mubadalah.id is a social media campaign affiliated with the Fahmina Foundation, a notable Muslim organization that promotes gender equality in Indonesia. This article is qualitative research. Using a virtual ethnography method, this article aims to understand the strategy used by this account to counter gender inequality narratives. This article argues that Instagram can be optimized to build a moderate gender construction in countering the mainstreaming of patriarchal ideas on social media by supplying alternative interpretations served in beautified content. In addition, this account shows the representation of women's ulama in Indonesian public spaces to negotiate their identity in a Muslim-majority country."
D479,Analisis Aplikasi “Layanan Syariah Linkaja” Perspektif Fatwa Dewan Syariah Nasional (DSN) MUI no. 116/DSN-MUI/ix/2017 Tentang Uang Elektronik Syariah dan Maslahah Mursalah,"Rahayu, Fadilah Qotimatun Puji; Nashirudin, Muh",2023,Journal on Education,"5(2), 5473–5482",10.31004/joe.v5i2.1299,Inggris,OpenAlex,UIN Raden Mas Said Surakarta,,Tidak diketahui,Multi-penulis (afiliasi tidak diketahui),2,0.7,Sharia; Service (business); Business; Certificate; Law; Islam,Service (business); Certificate; Law; Islam; Marketing; Theology; Algorithm,Digital activism (umum),Kajian internet & media,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W1758399049;W2562984301;W2739517037;W2799597331;W2916264658;W2966328228;W2978207663;W3015864341;W3031709892;W3083848810;W3133947825;W3175675598;W3193646737;W4239697545;W4250557175;W6784939230;W6884638779,"This study aims to explain (1) an analysis of the practice of the LinkAja Sharia Service application viewed from the perspective of DSN-MUI Fatwa No. 116/DSN-MUI/IX/2017 concerning Sharia electronic money, (2) analysis of electronic money (e-money) in the LinkAja Sharia Service application in terms of Maslahah Mursalah. The research will be conducted in 2022. This research is a field research. using a qualitative research approach with data collection techniques using interviews and documentation. Checking the validity of the data using triangulation. Data analysis data was carried out through three stages, namely data reduction, data presentation and drawing conclusions. The results of this study are (1). LinkAja's sharia service is the first digital wallet in Indonesia that uses sharia principles, which has received an official certificate from DPS MUI and permission from Bank Indonesia. LinkAja's sharia services are in accordance with the Fatwa of the MUI National Sharia Council No. 116/DSN-MUI/IX/2017 concerning Sharia Electronic Money both general provisions and specific provisions as well as the legal provisions used. (2) Electronic money (e money) in the LinkAja application in terms of maslahah mursalah there are several menus available in LinkAja sharia services. there are 3 (three) categories of levels of needs. For LinkAja sharia services, there are only 2 categories of needs, namely: hajjiyat (secondary needs) and maslahah tahsiniyah (tertiary needs) owned by LinkAja sharia services."
D480,Upaya Perusahaan Danone Dalam Mempertahankan Citra Baiknya Kepada Masyarakat Indonesia,"Malik, Raihan Rafi; Paksi, Arie Kusuma",2023,Journal of Education Humaniora and Social Sciences (JEHSS),"5(3), 1788–1795",10.34007/jehss.v5i3.1532,Inggris,OpenAlex,Muhammadiyah University of Yogyakarta,ID,Lokal,Lokal,2,0.7,Indonesian; Multinational corporation; Corporate social responsibility; Business; Corporation; Marketing,Indonesian; Multinational corporation; Corporate social responsibility; Corporation; Marketing; Public relations; Finance; Linguistics,Digital activism (umum),Kajian internet & media,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W2095429453;W2555672651;W2561561344;W2606155738;W2733618374;W2906567772;W2921800507;W2964077166;W3108210180;W4206269277;W4223646433;W4295779862,"This research aims to find out the efforts made by Danone in maintaining its good image to the community through Corporate Social Responsibility (CSR) and media as an alternative imaging tool. The method used in this study is descriptive and uses a qualitative approach based on the research framework in the form of CSR and Multinational Corporation; the results of the study show that Danone, as a multinational company uses various auxiliary programs to the Indonesian people to maintain the good image of the company. In Indonesia, many multinational companies give a wrong impression to the surrounding community and turn into harmful stereotypes for companies, including Danone. Stereotypes that occur are wrapped around the company's name and create a bad image for multinational companies in Indonesia negative. Danone made various efforts in its CSR to restore the face of the company by helping the Indonesian people create Waste Banks, helping to create springs, improving water quality in hospitals, and using the company's social media as a tool for distributing program achievements. Various programs carried out by Danone are expected to maintain the company's good image with the Indonesian people."
D481,The Regulations of The Law Concerning Hate Speech Offenses,"Kurniawan, Kurniawan; Judhariksawan; Sampurno, Slamet; Maskun, Maskun",2023,Journal of Law and Sustainable Development,"11(12), e1816–e1816",10.55908/sdgs.v11i12.1896,Inggris,OpenAlex,Hasanuddin University,ID,Lokal,Lokal,2,0.7,Paragraph; Law; Criminal code; Legal certainty; Criminal law; Sanctions,Paragraph; Law; Legal certainty; Criminal law; Sanctions; Law enforcement; Certainty; Legal research; Interpretation (philosophy); Incitement; Epistemology; Programming language,Kontra-aktivisme / disinformasi,Kajian media & demokrasi,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W2975934933;W3080169433;W3141794289,"Objective: This research aims to examine the legal regulations of hate speech crimes in the ITE Law and the Indonesian Criminal Code (KUHP), and further explore the resolution of hate speech conflicts. Theoretical Framework: The theoretical foundations include Legal Certainty theory, Law Enforcement theory, and Legal Convergence theory concerning hate speech conflict resolution following the principle of legal certainty. Method: This study employs a qualitative normative approach (doctrinal) utilizing various legal instruments and indirect observation through conceptual, historical, legal, comparative, and case study approaches. Data collection involves literature review and field research through interviews. The data are analyzed qualitatively, generating descriptive data to reveal legal issues. Findings and Conclusion: The main findings indicate that Article 28 paragraph (2) of the ITE Law still leads to multiple interpretations. The absence of the term ""incitement"" allows subjective interpretation and constitutes a very broad formulation. A comparison of hate speech crimes in Article 28 Paragraph (2) Jo Article 45A Paragraph (2) of the ITE Law with Article 243 Paragraph (1) and Paragraph (2) of the new Indonesian Criminal Code shows significant differences in terms of elements of the crime, general criminal law principles, additional penalties, lower/proportional sanctions, public virtual domain, integrated codification, and expanded meanings. Originality/Value: This paper recommends urging the government to refine hate speech regulations to prevent multiple interpretations and emphasizes the need for guidelines in law enforcement application."
D482,Cancel Culture di Twitter: Etnografi Virtual Kasus Gofar Hilman dan Radio Prambors di Akun @Prambors,"Roseline, Roseline; Julius, Julius; Boseke, Laura Christie Abigail; Nurhidayat, Setika Sidhik",2023,Cakrawala - Jurnal Humaniora,"23(1), 10–15",10.31294/jc.v23i1.13848,Inggris,OpenAlex,University of Bunda Mulia,ID,Lokal,Lokal,2,0.7,Phenomenon; Upload; Social media; Sociology; Ethnography; Media studies,Phenomenon; Upload; Social media; Ethnography; Media studies; Action (physics); Group cohesiveness; Advertising; Epistemology; Social psychology; World Wide Web; Anthropology; Quantum mechanics,Digital activism (umum),Kajian internet & media,Tidak dinyatakan eksplisit / Campuran,Etnografi / netnografi,Twitter/X,Dimasukkan,,W561751346;W2800239261;W3158650069;W3187731541;W4238732959,"The cancel culture phenomenon is an action that has become a culture in today's digital era, especially on social media platforms. The case of Gofar Hilman and Radio Prambors that went viral at that time made us as researchers want to take a deeper look at the virtual ethnography of the case, especially on Twitter. The purpose of this research is to get an idea about the effect of cancel culture on Twitter on people's responses in Indonesia. This study uses a constructivist paradigm using qualitative research methods and descriptive studies. To strengthen the validity of this study, data collection techniques were used through literature studies about new media and document analysis in the form of Tweets in the comments column uploaded by Radio Prambors’s account, @Prambors on Twitter. The results of this study indicates that the cancel culture in Indonesia often shows their cohesiveness by throwing comments in the form of negative sentiments, but in the end sometimes these actions produce something with action after a phenomenon has gone viral."
D483,Nilai-Nilai Pancasila dalam Peraturan Menteri Agama Nomor 19 Tahun 2019 tentang Orientasi Majelis Taklim,"Islamy, Athoillah",2023,Pancasila Jurnal Keindonesiaan,"3(2), 240–251",10.52738/pjk.v3i2.181,Indonesia,OpenAlex,Hasanuddin University,ID,Lokal,Tunggal,2,0.7,Humanities; Political science; Art; Physics,Humanities,Aktivisme berbasis agama/identitas,Komunikasi agama & media,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,,"Tujuan studi ini untuk mengidentifikasi dan mengeksplorasi nilai-nilai Pancasila dalam orientasi majelis taklim pada Peraturan Menteri Agama Nomor 29 Tahun 2019 Tentang Majelis Taklim. Studi kualitatif dalam bentuk studi pustaka ini menggunakan pendekatan normatif-filosofis. Muatan nilai-nilai falsafah Pancasila menjadi teori analisis pokok bahasan studi. Data penelitian diperoleh dengan teknik dokumentasi. Sementara itu, analisa data mencakup tahap reduksi, penyajian, dan verifikasi data. Studi ini menemukan adanya dimensi nilai-nilai Pancasila dalam kebijakan politik terkait orientasi majelis taklim di Indonesia, antara lain nilai keadilan sosial dan kemanusiaan dalam pembentukan kepribadian pluralis dan humanis, nilai ketuhanan dalam pembentukan kepribadian berilmu dan religius, dan nilai persatuan dan demokrasi dalam pembentukan kepribadian yang nasionalis. Implikasi teoritis studi ini menunjukkan pengarustamaan nilai-nilai Pancasila dapat diinternalisasikan pada aktivitas lembaga pendidikan maupun sosial keagamaan non formal, seperti halnya aktivitas majelis taklim. Limitasi studi ini belum mengidentifikasi hambatan maupun tantangan terkait implementasi Peraturan Menteri Agama Nomor 29 Tahun 2019 tentang majelis taklim di tengah kehidupan umat Islam Indonesia."
D484,Dinamika Gerakan Dakwah Salafi pada Masyarakat Multikultur di Indonesia,"Kholis, Nur; Puspitasari, Elis; Hariyadi, Hariyadi",2023,Al-Ubudiyah Jurnal Pendidikan dan Studi Islam,"4(2), 52–65",10.55623/au.v4i2.233,Indonesia,OpenAlex,Jenderal Soedirman University,ID,Lokal,Lokal,2,0.7,Political science; Sociology; Humanities; Philosophy,Humanities,Digital activism (umum),Kajian internet & media,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W2746787856;W3010818401;W3013729137;W3036995065;W3088900842;W3111724869;W3112020749;W3126354725;W3133989514;W3207922277;W4200067694;W4292409595;W4302384885;W4309923411;W4313907529;W4366443128,"Artikel jurnal ini membahas tentang dinamika gerakan dakwah salafi di Indonesia. Fenomena gerakan dakwah salafi mengalami berbagai dinamika sosial dalam kehidupan masyarakat, mulai dari penolakan hingga sikap terbuka dan penerimaan masyarakat dalam realitas sosial. Tujuan penelitian ini adalah untuk menganalisis dinamika gerakan dakwah salafi, dan menganalisa inklusifitas masyarakat terhadap gerakan dakwah salafi. Metode yang digunakan dalam penelitian ini adalah studi pustaka. Dari penelitian ini, berhasil didapatkan bahwa beberapa kelompok masyarakat yang menolak keberadaan gerakan salafi karena menilai mereka sebagai gerakan keras, ekstrem, radikal, dan lain sebagainya. Di sisi lain, transformasi metode dakwah yang dilakukan gerakan salafi berhasil membentuk sikap inklusivitas masyarakat sehingga gerakan dakwah salafi diterima dalam kehidupan masyarakat. Bahkan relasi yang terbangun antaraliran sosial keagamaan dan antarumat beragama menunjukkan harmonisasi sosial."
D485,Fenomena Cancel Culture Sebagai Kontrol Sosial pada Kasus KDRT Rizky Billar Terhadap Lesti Kejora,"Effendi, Alfya Octovi Azzahra; Febriana, Poppy",2023,Jurnal Riset Komunikasi,"6(2), 21–33",10.38194/jurkom.v6i2.713,Indonesia,OpenAlex,Universitas Muhammadiyah Sidoarjo,ID,Lokal,Lokal,2,0.7,Humanities; Art,Humanities,Digital activism (umum),Kajian internet & media,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W642166824;W1974025528;W2120636523;W2566873067;W2581724607;W2761807801;W2778646177;W2905585851;W2912694910;W2999943866;W3017013710;W3202689157;W3215444605;W4283822347;W4285413546;W4286515298;W4367314869;W4389214056;W6621037005;W6701296845;W6776240434;W6852839900;W6877629990;W6980750785,"Fenomena komunikasi massa yang marak terjadi di era ini adalah ketika media sosial mampu memberikan fasilitas bagi manusia untuk lebih dikenal dan dihujat oleh banyak orang. Data hasil survei yang dilakukan oleh situs We Are Social menyatakan bahwa per Januari 2022 pengguna aktif media sosial di Indonesia mencapai 191.4 juta pengguna. Media sosial memiliki fasilitas sebagai media informasi yang dikemas dalam bentuk konten. Public figure merupakan salah satu contoh bagaimana seseorang memanfaatkan media sosial dengan baik. Seorang publik figur harus hati-hati dalam berperilaku karena apabila salah dalam berperilaku maka dapat berakibat fatal. Cancel culture merupakan fenomena baru dalam aktivitas bermedia sosial. dapat dikatakan bahwa fenomena cancel culture memainkan peran dalam proses perubahan sosial dimana suatu pandangan atau aturan tertentu kurang dapat diterima oleh masyarakat. Penelitian ini menggunakan metode kualitatif dengan analisis naratif. Hasil penelitian menunjukkan bahwa praktik cancel culture pada kasus Rizky Billar berupa cyberbullying yang banyak muncul di media social. Beberapa kasus ditemukan di berbagai macam media sosial seperti Twitter untuk melakukan pemboikotan terhadap karir dan pengucilan. Hal tersebut akhirnya berdampak pada kehidupan pribadi, keluarga maupun karir Rizky Billar. Sehingga praktik cancel culture yang dilakukan kepada publik figur dapat dijadikan sebagai kontrol sosial bagi publik figur lainnya."
D486,Crisis Communication in Non-Tectonic Tsunami Disaster Management Policy in Indonesia: The Application of Soft Systems Methodology Based Multi-Method,,2023,Jurnal Komunikasi Indonesia,12(1),10.7454/jkmi.v12i1.1054,Inggris,OpenAlex,,,Tidak diketahui,Multi-penulis (afiliasi tidak diketahui),2,0.7,Emergency management; Warning system; Indonesian; Tectonics; Early warning system; Dissemination,Emergency management; Warning system; Indonesian; Tectonics; Dissemination; Computer security; Environmental resource management; Seismology; Telecommunications; Law; Linguistics,Aktivisme lingkungan,Komunikasi lingkungan,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W268257668;W1963658303;W1983263498;W1987075074;W1993517466;W1997139990;W1999910162;W2002943402;W2025499361;W2036537468;W2039421216;W2056724369;W2057045305;W2061141735;W2069688659;W2087891622;W2119838790;W2125910575;W2127214493;W2211668096;W2214531972;W2296312820;W2304842067;W2495054659;W2603583586;W2612524721;W2747288535;W2756026307;W2758859316;W2890846091;W2904339887;W2922374895;W2971072156;W2977341578;W2990488382;W3000984787;W3005814389;W3014819786;W3089373536;W3208363651;W4254306158;W4255105273,"This study aims to discuss disaster crisis communication policies for non tectonic tsunami in Indonesia. The case study was selected from the Sunda Strait tsunami that occurred in December 2018 and claimed more than 400 lives. The disaster is unusual since it is included as a non-tectonic tsunami and unable to be detected by the current tsunami early warning system. This study was conducted at the macro level, namely an analysis of disaster communication policies, specifically Law No. 24/2007 on Disaster Management. The data were collected through big data analysis of the word disaster, textual network analysis of disaster laws, and in-depth interviews with six national disaster stakeholders. The discussion applied Soft Systems Methodology (SSM) based Multi-Method with a combination of Social Network Analysis (SNA) and Textual Network Analysis (TNA) in the stage 2 of SSM, namely compiling a Rich Picture. The application of SSM based Multi-Method has provided a new methodological variant of SSM. The findings of this study contribute to: First, proving the lack of coordination between disaster regulations stipulating several disaster agencies, leading to the faulty operation of the non-tectonic tsunami early warning system. Second, providing recommendations to disaster policy makers to amend Law No. 24/2007. Third, suggesting the transformation of an integrated crisis communication system among national disaster agencies. Fourth, confirming the involvement of Indonesian National Armed Forces (TNI) and Indonesian National Police (Polri) in the process of disseminating information and communication, considering that these two institutions have networks that reach the lowest levels of society. Fifth, proposing the importance of increasing disaster education to disaster stakeholders at the central to regional levels as well as the community on a massive basis, particularly in areas prone to potential disasters."
D487,Konflik Sosial berupa Politisasi Agama sebagai Sisi Gelap Politik Indonesia,"Perkasa, Arsenius Wisnu Aji Patria",2023,Deviance Jurnal kriminologi,"7(1), 1–1",10.36080/djk.2356,Indonesia,OpenAlex,Universitas Budi Luhur,ID,Lokal,Tunggal,2,0.7,Humanities; Political science; Sociology; Philosophy,Humanities,Aktivisme berbasis agama/identitas,Komunikasi agama & media,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W260187016;W287457592;W2740237183;W2912903869;W2915600086;W2919496907;W2939274693;W2950120766;W2958322274;W2996619521;W3018696612;W3091771196;W3095395079;W3117339223;W3127065312;W4232549244;W4240634160;W4249435707;W4287901611;W4312544159;W4379412808;W6672249339;W6678611820;W6750668168;W6776611840;W6821368054,"Konflik sosial merupakan hal yang lumrah terjadi di dalam masyarakat. Meski demikian, dampak dan tingkat keparahan yang ditimbulkan sering kali masif dan destruktif. Permasalahannya adalah Indonesia memiliki sebuah rekam sejarah yang buruk dalam kontestasi politik nasional, yaitu politik identitas dan politisasi agama. Studi ini berusaha membuktikan keterkaitan antara politik identitas, konflik sosial, dan mobilisasi sumber daya untuk gerakan sosial yang destruktif dengan tujuan mencegah pengulangan fenomena pada pesta demokrasi di Indonesia. Penelitian ini menggunakan pendekatan kualitatif deskriptif berupa studi kasus. Penelitian ini menemukan bahwa masyarakat Indonesia sangat mudah terprovokasi dengan isu-isu sensitif yang berkaitan dengan identitas. Hal ini dimanfaatkan oleh kelompok tertentu untuk membentuk sebuah pemikiran subjektif yang dominan dan berujung pada mobilisasi massa yang destruktif."
D488,Nationalism of Santri Muallimin Muhammadiyah Yogyakarta,"Barakah, Fadlan; Ikromatoun, Siti; Amin, Khairul; Halik, Halik; et al.",2023,Jurnal Sosiologi Nusantara,"9(2), 203–218",10.33369/jsn.9.2.203-218,Indonesia,OpenAlex,Universitas Syiah Kuala,ID,Lokal,Lokal,2,0.7,Political science; Humanities; Theology; Art; Philosophy,Humanities; Theology,Digital activism (umum),Kajian internet & media,Tidak dinyatakan eksplisit / Campuran,Tidak dinyatakan eksplisit,Tidak spesifik / multi-platform,Dimasukkan,,W2506000694;W2980818416;W2984870685;W3138917189;W3152677875;W3173138968;W3185367092;W4206052458;W4380574546,"Abstrak Nasionalisme merupakan syarat penting bagi warga negara dalam menjaga keutuhan bangsa dan negara, tak terkecuali di Indonesia. Masa depan Indonesia sebagai bangsa juga terletak dari generasi muda, tak terkecuali Santri Pondok Pesantren Muallimin Muhammadiyah Yogyakarta. Artikel ini membahas pandangan nasionalisme santri Pesantren Muallimin Muhammadiyah Yogyakarta. Dipilihnya santri Muallimin karena, Muallimin merupakan sekolah kader Muhammadiyah yang di masa depan para santri ini akan menduduki posisi-posisi penting di Muhammadiyah dari tingkat ranting sampai pusat. Metode yang digunakan adalah fenomenologi. Hasil dari artikel ini menunjukan bahwa para santri Muallimin memiliki pandangan nasionalisme yang baik. Para santri dapat menjelaskan dengan baik konsep nasionalisme yang mereka pahami. Kemudian, para santri dapat menjelaskan dasar-dasar ajaran Islam dalam pandagan nasionalisme yang mereka miliki. Kata Kunci : Muallimin, Nasionalisme, Santri"
D489,Indonesian Digital Feminist Activism Bridging Global-Local Feminism Discourse: Textual Network Analysis of Jakarta Feminist,"Hermanto, Rifka annisa",2022,Jurnal Sosioteknologi,21(2),10.5614/sostek.itbj.2022.21.2.1,Inggris,OpenAlex,University of Indonesia,ID,Lokal,Tunggal,2,0.5,Feminism; Gender studies; Sociology; Empowerment; Indonesian; Bridging (networking),Feminism; Gender studies; Empowerment; Indonesian; Bridging (networking); The Internet; Discourse analysis; Context (archaeology); Media studies; Law; Biochemistry; Linguistics; Paleontology; Gene; Co,Aktivisme gender / feminisme digital,Kajian gender & komunikasi,Network Theory / Actor-Network Theory,Analisis jaringan sosial (SNA); Analisis wacana kritis (CDA),Tidak spesifik / multi-platform,Dimasukkan,,W107699278;W331107947;W1980839904;W1987203576;W2030780707;W2249250821;W2605021906;W2910661630;W2998112216;W2998490812;W3005814389;W3033678880;W3045420183;W3118949492;W3178406410;W3201418485;W4205505235;W4240195192,"The internet and social media have influenced how feminist activists work today. In Indonesia, digital feminist activism was found to have been initiated by young women to deconstruct the general view related to women's empowerment, gender equality, networking, and mobilizing the protest constituents to the street. The opening of networks between countries by the internet has the potential to be the ""bridge"" for global feminism’s vision to the local agenda of feminist activists. Hence, this study aims to provide a discourse on the textual network of digital activism in the case of Jakarta Feminist. As a result, although the Jakarta Feminists have adopted a form of movement and entered the global network, the existing discourse shows the dominance of local issues and agendas such as gender-based violence, women’s representation, and human rights. Thus, they adapt the feminism concept to the local context. Keywords: Digital Feminist Activism, Textual Network Analysis, Jakarta Feminist"
